9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3, negative
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2, negative
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4, negative
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11, negative
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1, negative
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6, negative
10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8, negative
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5, negative
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2, negative
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8, negative
12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9, negative
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10, negative
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7, negative
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7, negative
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11, negative
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5, negative
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2, negative
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2, negative
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2, negative
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3, negative
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6, negative
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5, negative
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1, negative
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7, negative
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7, negative
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5, negative
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7, negative
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7, negative
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8, negative
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5, negative
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11, negative
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9, negative
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3, negative
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9, negative
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8, negative
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8, negative
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8, negative
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10, negative
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3, negative
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8, negative
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7, negative
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5, negative
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9, negative
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11, negative
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4, negative
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9, negative
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3, negative
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2, negative
9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2, negative
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1, negative
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9, negative
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8, negative
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7, negative
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7, negative
10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6, negative
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7, negative
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1, negative
9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6, negative
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1, negative
11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9, negative
7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2, negative
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5, negative
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7, negative
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2, negative
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3, negative
8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6, negative
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2, negative
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9, negative
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8, positive
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5, negative
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5, negative
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6, negative
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3, negative
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4, negative
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4, negative
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11, negative
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8, negative
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2, negative
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11, negative
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5, negative
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5, negative
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8, negative
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9, negative
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8, negative
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11, negative
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6, negative
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5, negative
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3, negative
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9, negative
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7, negative
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5, negative
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4, negative
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5, negative
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2, negative
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7, negative
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5, negative
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3, negative
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9, negative
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7, negative
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9, negative
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6, negative
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667, negative
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3, positive
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3, negative
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6, negative
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55, negative
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9, negative
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4, negative
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8, negative
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5, negative
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8, negative
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5, negative
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3, negative
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7, negative
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75, negative
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3, negative
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11, negative
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5, negative
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9, negative
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6, negative
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8, negative
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11, negative
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5, negative
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11, negative
